"Come Together"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"8_min","8_min","6_1","6_1"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"8_min","8_min","6_1"
"10_maj","10_maj","10_maj","8_maj","6_maj","8_maj"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"8_min","8_min","6_1","6_1"
"10_maj","10_maj","10_maj","8_maj","6_maj","8_maj"
"1_min","1_min"
"1_min","1_min","1_min","1_min"
"8_min","8_min","8_min","8_min"
"1_min","1_min"
"1_min","1_min","1_min","1_min"
"8_min","8_min","6_1","6_1"
"10_maj","10_maj","10_maj","8_maj","6_maj","8_maj"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min","1_min"
"Runaround Sue"
"1_maj","1_maj","10_min","10_min"
"6_maj","6_maj","8_maj","8_maj"
"1_maj","1_maj","10_min","10_min"
"6_maj","6_maj","8_maj","8_maj"
"1_maj","1_maj","10_min","10_min"
"6_maj","6_maj","8_maj"
"1_maj","1_maj","10_min","10_min"
"6_maj","6_maj","8_maj"
"1_maj","1_maj","10_min","10_min"
"6_maj","6_maj","8_maj"
"1_maj","1_maj","10_min","10_min"
"6_maj","6_maj","8_maj"
"6_maj","6_maj","1_maj","1_maj"
"6_maj","6_maj","8_maj"
"1_maj","1_maj","10_min","10_min"
"6_maj","6_maj","8_maj"
"1_maj","1_maj","10_min","10_min"
"6_maj","6_maj","8_maj"
"6_maj","6_maj","1_maj","1_maj"
"6_maj","6_maj","8_maj"
"1_maj","1_maj","10_min","10_min"
"6_maj","6_maj","8_maj","8_maj"
"1_maj","1_maj","10_min","10_min"
"6_maj","6_maj","8_maj","8_maj"
"A Hazy Shade Of Winter"
"1_min","12_7","9_7","8_7"
"1_min","1_min","12_maj","12_maj","9_maj","9_maj","4_maj","F_maj"
"12_maj","12_maj","12_maj","12_maj"
"1_min","12_7","9_7","8_7"
"1_min","1_min","12_maj","12_maj"
"9_maj","9_maj","4_maj","4_maj"
"12_maj","12_maj"
"1_min","12_7","9_7","8_7"
"1_min","1_min","12_maj","12_maj"
"9_maj","9_maj","4_maj","4_maj"
"12_maj","12_maj"
"1_min","12_7","9_7","8_7"
"1_min","1_min","6_min","6_min"
"4_maj","4_maj","12_maj","12_maj"
"1_min","1_min","12_maj","12_maj"
"9_maj","9_maj","4_maj","4_maj"
"12_maj","12_maj"
"1_min","12_7","9_7","8_7"
"1_min","12_7","9_7","8_7"
"1_min","12_7","9_7","8_7"
"1_min","12_7","9_7","8_7"
"All she wants is"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_1","1_1","1_1","1_1"
"1_1","1_1","1_1","1_1"
"1_1","1_1","1_1","1_1"
"1_1","1_1","1_1","1_1"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"All she wants is"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_1","1_1","1_1","1_1"
"1_1","1_1","1_1","1_1"
"1_1","1_1","1_1","1_1"
"1_1","1_1","1_1","1_1"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"Along Comes A Woman"
"8_maj","8_maj","8_maj","8_maj"
"8_maj","8_maj","8_maj","8_maj"
"8_maj","8_maj","8_maj","8_maj"
"8_maj","8_maj","8_maj","8_maj"
"10_min","6_maj","10_min","6_maj"
"10_min","6_maj","5_min","8_maj"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj","10_min","10_min"
"8_maj","8_maj","8_maj","8_maj"
"8_maj","8_maj","8_maj","8_maj"
"8_maj","8_maj","8_maj","8_maj"
"10_min","6_maj","10_min","6_maj"
"10_min","6_maj","5_min","8_maj"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj","10_min","10_min"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj","10_min","10_min"
"8_11","8_11","8_11","8_11"
"8_11","8_11","8_11","8_11"
"8_11","8_11","8_11","8_11"
"8_11","8_11","8_11","8_11"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj","10_min","10_min"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj","10_min","10_min"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj"
"Along Comes A Woman"
"8_maj","8_maj","8_maj","8_maj"
"8_maj","8_maj","8_maj","8_maj"
"8_maj","8_maj","8_maj","8_maj"
"8_maj","8_maj","8_maj","8_maj"
"10_min","6_maj","10_min","6_maj"
"10_min","6_maj","5_min","8_maj"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj","10_min","10_min"
"8_maj","8_maj","8_maj","8_maj"
"8_maj","8_maj","8_maj","8_maj"
"8_maj","8_maj","8_maj","8_maj"
"10_min","6_maj","10_min","6_maj"
"10_min","6_maj","5_min","8_maj"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj","10_min","10_min"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj","10_min","10_min"
"8_11","8_11","8_11","8_11"
"8_11","8_11","8_11","8_11"
"8_11","8_11","8_11","8_11"
"8_11","8_11","8_11","8_11"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj","10_min","10_min"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj","10_min","10_min"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj"
"Along Comes A Woman"
"8_maj","8_maj","8_maj","8_maj"
"8_maj","8_maj","8_maj","8_maj"
"8_maj","8_maj","8_maj","8_maj"
"8_maj","8_maj","8_maj","8_maj"
"10_min","6_maj","10_min","6_maj"
"10_min","6_maj","5_min","8_maj"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj","10_min","10_min"
"8_maj","8_maj","8_maj","8_maj"
"8_maj","8_maj","8_maj","8_maj"
"8_maj","8_maj","8_maj","8_maj"
"10_min","6_maj","10_min","6_maj"
"10_min","6_maj","5_min","8_maj"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj","10_min","10_min"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj","10_min","10_min"
"8_11","8_11","8_11","8_11"
"8_11","8_11","8_11","8_11"
"8_11","8_11","8_11","8_11"
"8_11","8_11","8_11","8_11"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj","10_min","10_min"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj","10_min","10_min"
